series,weight
all,1.0
CA,0.4423713343226436
TX,0.2692966070293215
WI,0.288332058648035
CA_1,0.11088828563611823
CA_2,0.11024651283761028
CA_3,0.1556281934748572
CA_4,0.06560834237405425
TX_1,0.07756050032868625
TX_2,0.09520138980516696
TX_3,0.0965347168954704
WI_1,0.08711742382813219
WI_2,0.11662156944675067
WI_3,0.08459306537315361
FOODS,0.5685858474168043
HOBBIES,0.12807901263974555
HOUSEHOLD,0.3033351399434501
FOODS_1,0.06262546539086332
FOODS_2,0.15464221095782107
FOODS_3,0.3513181710681185
HOBBIES_1,0.12208752618487394
HOBBIES_2,0.005991486454872973
HOUSEHOLD_1,0.2295942426778561
HOUSEHOLD_2,0.07374089726559403
FOODS_1_001,9.621736287721824e-05
FOODS_1_002,0.0002731565683457496
FOODS_1_003,0.00012409222443836442
FOODS_1_004,0.0
FOODS_1_005,0.0005203965588579448
FOODS_1_006,0.0002051128787156316
FOODS_1_008,4.722291822667376e-05
FOODS_1_009,5.976233719081879e-07
FOODS_1_010,0.0002958582525938154
FOODS_1_011,0.00020020382958924288
FOODS_1_012,0.002687952517115606
FOODS_1_013,0.00015767652357041918
FOODS_1_014,8.654333454445444e-05
FOODS_1_015,0.0001787934386983357
FOODS_1_016,0.00010672379519228271
FOODS_1_017,0.00014223436251414873
FOODS_1_018,0.0007619964787977567
FOODS_1_019,0.000431270637599173
FOODS_1_020,0.00020592393900607846
FOODS_1_021,7.408395442476143e-05
FOODS_1_022,8.812276774164036e-05
FOODS_1_023,0.0010750203955650422
FOODS_1_024,0.0003397168713920241
FOODS_1_025,0.00020847717814409685
FOODS_1_026,0.0002588509588806973
FOODS_1_027,0.0003367607700702638
FOODS_1_028,0.00026533410528130846
FOODS_1_029,0.00010366897929569842
FOODS_1_030,0.00012905463279438775
FOODS_1_031,0.00034850513651285233
FOODS_1_032,0.00047301889886533076
FOODS_1_033,7.744825385322668e-05
FOODS_1_034,0.0003273508699241915
FOODS_1_035,0.00022236925357948053
FOODS_1_036,0.00021085433182432096
FOODS_1_037,0.00030731714715785853
FOODS_1_038,0.0004402243163318689
FOODS_1_039,7.873687924890375e-05
FOODS_1_040,0.00016288972030572546
FOODS_1_041,0.00012609853147262762
FOODS_1_042,0.0002820088645421396
FOODS_1_043,0.0
FOODS_1_044,0.0002081170033440629
FOODS_1_045,0.00012679753738084167
FOODS_1_046,0.00039084034930499134
FOODS_1_047,0.00027672630080830825
FOODS_1_048,0.00023293438104714313
FOODS_1_049,8.008153183569717e-05
FOODS_1_050,0.00022974349911499047
FOODS_1_051,0.0003830579056627763
FOODS_1_052,8.628187431924462e-05
FOODS_1_053,0.00018552203755526627
FOODS_1_054,0.00015372260465449088
FOODS_1_055,0.0007222225090280814
FOODS_1_056,1.7235031171995058e-06
FOODS_1_057,1.1258797452913181e-06
FOODS_1_058,8.003884445198943e-07
FOODS_1_059,0.0005603652898157867
FOODS_1_060,5.020036324028778e-05
FOODS_1_061,0.000347219179078657
FOODS_1_062,0.00017657903066849737
FOODS_1_063,0.00018724820863394751
FOODS_1_064,0.00010168668391477082
FOODS_1_065,0.0002077808401973646
FOODS_1_066,9.506480351710958e-05
FOODS_1_067,0.00034363343884720796
FOODS_1_068,6.383898233490677e-05
FOODS_1_069,0.00034463659236433954
FOODS_1_070,5.8444364218842685e-05
FOODS_1_071,0.00015847691201493908
FOODS_1_072,0.0003380840789652033
FOODS_1_073,8.993164562625536e-05
FOODS_1_074,0.00016434642727475163
FOODS_1_075,0.00010577933682774924
FOODS_1_076,0.000466079531051343
FOODS_1_077,6.213148698659767e-05
FOODS_1_078,0.00015040899649417853
FOODS_1_079,6.05733974812656e-05
FOODS_1_080,0.0003943513866149519
FOODS_1_081,0.000367871868908752
FOODS_1_082,0.00040095192332075934
FOODS_1_083,0.0002230415798728772
FOODS_1_084,0.0001633619494879922
FOODS_1_085,0.0005774535831062864
FOODS_1_086,0.0002792715360618816
FOODS_1_087,0.001263503870365032
FOODS_1_088,0.0006155947604491412
FOODS_1_089,0.00014112449053774778
FOODS_1_090,0.00023989242459150273
FOODS_1_091,5.976233719081879e-07
FOODS_1_092,0.00015426153287380099
FOODS_1_093,0.00019868842746761852
FOODS_1_094,0.0003041155933797791
FOODS_1_095,0.00010580068051960311
FOODS_1_096,0.0071230969814270245
FOODS_1_097,0.00016315118053093522
FOODS_1_098,0.0004299153131664525
FOODS_1_099,0.0004132779053663657
FOODS_1_101,8.804272889718838e-05
FOODS_1_102,0.00011017613734964519
FOODS_1_103,0.0002677886298445027
FOODS_1_104,0.0006393983127891627
FOODS_1_105,0.00012097070950473682
FOODS_1_106,0.0004401175978725996
FOODS_1_107,0.0003491774628062491
FOODS_1_108,0.0002814699363228295
FOODS_1_109,0.00012370803798499489
FOODS_1_110,3.2015537780795773e-06
FOODS_1_111,0.00016113953757370867
FOODS_1_112,0.00016534424486891979
FOODS_1_113,0.0002604570716927005
FOODS_1_114,0.00011805729556668443
FOODS_1_115,0.0001713898455865267
FOODS_1_116,0.00020663895268318284
FOODS_1_117,0.0001219151678692703
FOODS_1_118,6.092023247389089e-05
FOODS_1_119,8.40567944434793e-05
FOODS_1_120,0.0
FOODS_1_121,9.404564223108758e-05
FOODS_1_122,0.00015953342476170536
FOODS_1_123,0.00025028146660137097
FOODS_1_124,0.00017809176482863997
FOODS_1_125,0.00029864093641926296
FOODS_1_126,0.0
FOODS_1_127,0.00016006701705805198
FOODS_1_128,0.0001367063463239979
FOODS_1_129,0.0017232043055135518
FOODS_1_130,0.00021465350897430872
FOODS_1_131,7.897165985929625e-05
FOODS_1_132,0.00011451957864190646
FOODS_1_133,0.00015133744708982163
FOODS_1_134,0.00011251860753060675
FOODS_1_135,0.0001694582414737521
FOODS_1_136,9.335730816880048e-05
FOODS_1_137,0.0002940093552869745
FOODS_1_138,0.00015372794057745442
FOODS_1_139,0.0002146588448972722
FOODS_1_140,0.0002104327939102072
FOODS_1_141,0.000115223920473084
FOODS_1_142,0.00013846720090194173
FOODS_1_143,0.0001259277819377967
FOODS_1_144,0.00043017677339166245
FOODS_1_145,0.00011765710134442449
FOODS_1_146,0.00010458409008393288
FOODS_1_147,0.00022922858254901602
FOODS_1_148,9.566776281198124e-05
FOODS_1_149,9.09881583730216e-05
FOODS_1_150,0.0005536126793055207
FOODS_1_151,0.0003000923074653256
FOODS_1_152,0.0005363402966727812
FOODS_1_153,0.0001415727080666789
FOODS_1_154,0.0002985448898059206
FOODS_1_155,9.674028332763791e-05
FOODS_1_156,0.00012490328472881127
FOODS_1_157,0.00030043647449646925
FOODS_1_158,0.00011112593163714214
FOODS_1_159,0.00026956282422985515
FOODS_1_160,0.00010637696019965743
FOODS_1_161,0.0003041155933797791
FOODS_1_162,0.0006008355975321943
FOODS_1_163,8.716230160821649e-05
FOODS_1_164,0.00020098554230339068
FOODS_1_166,0.0002880544652597465
FOODS_1_167,0.0001646719185755231
FOODS_1_168,0.0001141460640344639
FOODS_1_169,9.377351015995081e-05
FOODS_1_170,0.0019161859633717434
FOODS_1_171,0.0003276977049168168
FOODS_1_172,0.000227150240554746
FOODS_1_173,0.0004871697665644424
FOODS_1_174,0.00021130254935325203
FOODS_1_175,0.00011130735301789996
FOODS_1_176,9.09881583730216e-05
FOODS_1_177,0.0004911450291722247
FOODS_1_178,0.00039140595713911867
FOODS_1_179,6.303859389038689e-05
FOODS_1_180,0.0004785229034021458
FOODS_1_181,0.00020213009777905408
FOODS_1_182,0.00021898627842064307
FOODS_1_183,0.00029973480062677344
FOODS_1_184,0.0001806209923133228
FOODS_1_185,0.00017605344225659595
FOODS_1_186,0.00021378908945422732
FOODS_1_187,0.0009785709200389131
FOODS_1_188,0.00019637797282443783
FOODS_1_189,7.769103834806443e-05
FOODS_1_190,8.582832086735e-05
FOODS_1_191,0.00020779684796625494
FOODS_1_192,1.1258797452913181e-06
FOODS_1_193,0.00031254368370057357
FOODS_1_194,0.0005004989021271804
FOODS_1_195,0.00012490328472881127
FOODS_1_196,0.00019476118816650763
FOODS_1_197,9.860785636485098e-05
FOODS_1_198,0.00016802821411954314
FOODS_1_199,0.00038706785176982096
FOODS_1_200,0.00038684907892831883
FOODS_1_201,0.00026773527061486814
FOODS_1_202,0.00010570463390626071
FOODS_1_203,9.74126096210346e-05
FOODS_1_204,0.0003257580969195969
FOODS_1_205,0.00037752722151114374
FOODS_1_206,0.0001594480499942899
FOODS_1_207,0.00023827030401060907
FOODS_1_208,0.00022694747548213426
FOODS_1_209,3.585740231449127e-06
FOODS_1_210,1.6007768890397886e-06
FOODS_1_211,0.00010515503384102371
FOODS_1_212,0.00015794865564155598
FOODS_1_213,7.111718125707436e-05
FOODS_1_214,0.00014241578389490654
FOODS_1_215,0.00024250702684360106
FOODS_1_216,0.00034371881361462345
FOODS_1_217,0.0009142356968684043
FOODS_1_218,0.0006912794917629424
FOODS_1_219,0.00039263855534367947
FOODS_2_001,0.00022518662090419053
FOODS_2_002,0.0003741655900441602
FOODS_2_003,0.0001619025745574842
FOODS_2_004,0.0004062478268619993
FOODS_2_005,0.00026805009006971263
FOODS_2_006,0.00020779951592773672
FOODS_2_007,8.030030467719927e-05
FOODS_2_008,2.134369185386385e-06
FOODS_2_009,0.00012546889256293865
FOODS_2_010,0.00015701753708443112
FOODS_2_011,0.0001560757466813794
FOODS_2_012,9.066800299521365e-05
FOODS_2_013,0.0009967984328821129
FOODS_2_014,0.00020409371742960962
FOODS_2_015,0.00016228676101085376
FOODS_2_016,0.0004172024767059949
FOODS_2_017,0.00012138157557292368
FOODS_2_018,0.0008901493406113189
FOODS_2_019,0.001096964378752296
FOODS_2_020,0.00017808642890567648
FOODS_2_021,0.0004087850582311272
FOODS_2_022,0.0009367052684675594
FOODS_2_023,0.00010074222555023736
FOODS_2_024,0.000248942149937541
FOODS_2_025,0.0002947830641166771
FOODS_2_026,0.0004313986997502961
FOODS_2_027,9.8917339896732e-05
FOODS_2_028,0.000350217967784125
FOODS_2_029,0.0028617888833808833
FOODS_2_030,0.0004840322438619244
FOODS_2_031,0.0001487041691073512
FOODS_2_032,0.00013872599316566985
FOODS_2_033,0.0005854467957055585
FOODS_2_034,0.000386187424480849
FOODS_2_035,0.0006683243511741118
FOODS_2_036,0.0006397077963210439
FOODS_2_037,0.00021237240190742708
FOODS_2_038,0.00032929047792141147
FOODS_2_039,0.0001953107882317446
FOODS_2_040,1.6007768890397886e-06
FOODS_2_041,0.00022560549085682261
FOODS_2_042,4.848219604605175e-05
FOODS_2_043,0.00018542332298044219
FOODS_2_044,0.0002594592540985324
FOODS_2_045,0.00027002438156619504
FOODS_2_046,0.00014716475533239128
FOODS_2_047,0.00027859920976848484
FOODS_2_048,0.0003278551146442392
FOODS_2_049,0.0002648805518294138
FOODS_2_050,0.00014246914312454118
FOODS_2_051,0.0002994013054415569
FOODS_2_052,0.0017331211183411535
FOODS_2_053,0.00021212161352814404
FOODS_2_054,0.0006053818038970673
FOODS_2_055,0.0001934272074256411
FOODS_2_056,0.0021359859700443152
FOODS_2_057,0.0001560917544502698
FOODS_2_058,0.0002651953712842583
FOODS_2_059,0.0012238472909005533
FOODS_2_060,0.0005173550827687694
FOODS_2_061,0.0003142858625481452
FOODS_2_062,0.0002986462723422264
FOODS_2_063,0.0005605280354661724
FOODS_2_064,0.0001058006805196031
FOODS_2_065,0.00021569934987514803
FOODS_2_066,0.0003079201064527303
FOODS_2_067,3.6977946136819126e-06
FOODS_2_068,0.00010858069638356886
FOODS_2_069,0.00023479128223842933
FOODS_2_070,2.6572896358060494e-06
FOODS_2_071,0.0001087674536872902
FOODS_2_072,0.00018075439038740948
FOODS_2_073,9.049191753741924e-05
FOODS_2_074,0.0003763506504976996
FOODS_2_075,0.00043352773301271906
FOODS_2_076,0.0002604810833460362
FOODS_2_077,0.0004248675300430137
FOODS_2_078,0.0010214237173585086
FOODS_2_079,0.00032796716902647194
FOODS_2_080,1.5847691201493906e-06
FOODS_2_081,0.00032223105184074597
FOODS_2_082,0.0009387115755018225
FOODS_2_083,0.0005432396450645427
FOODS_2_084,0.00018304083337725464
FOODS_2_085,0.00028217694611548877
FOODS_2_086,0.00038208943564490715
FOODS_2_087,0.0002048727621822756
FOODS_2_088,0.00035275519915325303
FOODS_2_089,0.00023891595068918848
FOODS_2_090,0.00033466908826858515
FOODS_2_091,0.0002444386309563758
FOODS_2_092,0.0002838124065037911
FOODS_2_093,0.0003127971400413382
FOODS_2_094,4.644387347400774e-05
FOODS_2_095,0.0003726395160766089
FOODS_2_096,9.580649680903137e-05
FOODS_2_097,0.0002700243815661951
FOODS_2_099,0.00027266566343311065
FOODS_2_100,0.0003041476089175598
FOODS_2_101,0.0007865523962756272
FOODS_2_102,0.0005121819054556891
FOODS_2_103,0.0008082109075843353
FOODS_2_104,0.0007024635862943672
FOODS_2_105,0.00015051571495344786
FOODS_2_106,0.00041654349022000685
FOODS_2_107,0.00022410876446557043
FOODS_2_108,0.0002239380149307395
FOODS_2_109,0.00014881355552810222
FOODS_2_110,0.000244315904728216
FOODS_2_111,0.00016995981823231783
FOODS_2_112,0.0004957819462274764
FOODS_2_113,0.00015140681408834668
FOODS_2_114,0.00015314899293591833
FOODS_2_115,0.001622931641184099
FOODS_2_116,0.00013085817475603926
FOODS_2_117,0.000496945177433512
FOODS_2_118,0.00024691983513438744
FOODS_2_119,0.00037325314721740747
FOODS_2_120,0.00011275872406396275
FOODS_2_121,0.00013826443582933
FOODS_2_122,0.0004143210783057234
FOODS_2_123,0.00018858752529777754
FOODS_2_124,7.075967441852212e-05
FOODS_2_125,0.0002241647916566868
FOODS_2_126,0.00033981291800536627
FOODS_2_127,0.00015545144369465388
FOODS_2_128,0.000588098749418401
FOODS_2_129,0.00012897459394993577
FOODS_2_130,0.0001369998220869886
FOODS_2_131,0.0014949281852135144
FOODS_2_132,5.269223926422637e-05
FOODS_2_133,0.00016474662149701158
FOODS_2_134,0.00017491155474241423
FOODS_2_135,0.0003007539619127955
FOODS_2_136,0.0002797757807819291
FOODS_2_137,0.00019876313038910708
FOODS_2_138,0.00019881648961874172
FOODS_2_139,0.0003188160611441277
FOODS_2_140,0.0009292563200105611
FOODS_2_141,0.0008398689385265792
FOODS_2_142,0.0005256150915162146
FOODS_2_143,0.00020048930146778827
FOODS_2_144,0.00036952333706594473
FOODS_2_145,0.0003828898240894271
FOODS_2_146,0.00013531367043053332
FOODS_2_147,0.0001916023217721357
FOODS_2_148,0.00010138253630585328
FOODS_2_149,0.0010409905468655382
FOODS_2_150,0.00033996232384834335
